# DerivedNormalizationProps-14.0.0.txt
# Date: 2021-06-04, 02:19:20 GMT
# © 2021 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use, see http://www.unicode.org/terms_of_use.html
#
# Unicode Character Database
#   For documentation, see http://www.unicode.org/reports/tr44/

# ================================================

# Derived Property: FC_NFKC_Closure  (DEPRECATED as of Unicode 6.0.0)
#  Generated from computing: b = NFKC(Fold(a)); c = NFKC(Fold(b));
#  Then if (c != b) add the mapping from a to c to the set of
#  mappings that constitute the FC_NFKC_Closure list
#  Uses the full case folding from CaseFolding.txt, without the T option.

037A  ; FC_NFKC; 0020 03B9      # Lm  GREEK YPOGEGRAMMENI
1D594         ; NFKC_CF; 006F           # L&       MATHEMATICAL BOLD FRAKTUR SMALL O
1D595         ; NFKC_CF; 0070           # L&       MATHEMATICAL BOLD FRAKTUR SMALL P
1D596         ; NFKC_CF; 0071           # L&       MATHEMATICAL BOLD FRAKTUR SMALL Q
1D597         ; NFKC_CF; 0072           # L&       MATHEMATICAL BOLD FRAKTUR SMALL R
1D598         ; NFKC_CF; 0073           # L&       MATHEMATICAL BOLD FRAKTUR SMALL S
1D599         ; NFKC_CF; 0074           # L&       MATHEMATICAL BOLD FRAKTUR SMALL T
1D59A         ; NFKC_CF; 0075           # L&       MATHEMATICAL BOLD FRAKTUR SMALL U
1D59B         ; NFKC_CF; 0076           # L&       MATHEMATICAL BOLD FRAKTUR SMALL V
1D59C         ; NFKC_CF; 0077           # L&       MATHEMATICAL BOLD FRAKTUR SMALL W
1D59D         ; NFKC_CF; 0078           # L&       MATHEMATICAL BOLD FRAKTUR SMALL X
1D59E         ; NFKC_CF; 0079           # L&       MATHEMATICAL BOLD FRAKTUR SMALL Y
1D59F         ; NFKC_CF; 007A           # L&       MATHEMATICAL BOLD FRAKTUR SMALL Z
1D5A0         ; NFKC_CF; 0061           # L&       MATHEMATICAL SANS-SERIF CAPITAL A
1D5A1         ; NFKC_CF; 0062           # L&       MATHEMATICAL SANS-SERIF CAPITAL B
1D5A2         ; NFKC_CF; 0063           # L&       MATHEMATICAL SANS-SERIF CAPITAL C
1D5A3         ; NFKC_CF; 0064           # L&       MATHEMATICAL SANS-SERIF CAPITAL D
1D5A4         ; NFKC_CF; 0065           # L&       MATHEMATICAL SANS-SERIF CAPITAL E
1D5A5         ; NFKC_CF; 0066           # L&       MATHEMATICAL SANS-SERIF CAPITAL F
1D5A6         ; NFKC_CF; 0067           # L&       MATHEMATICAL SANS-SERIF CAPITAL G
1D5A7         ; NFKC_CF; 0068           # L&       MATHEMATICAL SANS-SERIF CAPITAL H
1D5A8         ; NFKC_CF; 0069           # L&       MATHEMATICAL SANS-SERIF CAPITAL I
1D5A9         ; NFKC_CF; 006A           # L&       MATHEMATICAL SANS-SERIF CAPITAL J
1D5AA         ; NFKC_CF; 006B           # L&       MATHEMATICAL SANS-SERIF CAPITAL K
1D5AB         ; NFKC_CF; 006C           # L&       MATHEMATICAL SANS-SERIF CAPITAL L
1D5AC         ; NFKC_CF; 006D           # L&       MATHEMATICAL SANS-SERIF CAPITAL M
1D5AD         ; NFKC_CF; 006E           # L&       MATHEMATICAL SANS-SERIF CAPITAL N
1D5AE         ; NFKC_CF; 006F           # L&       MATHEMATICAL SANS-SERIF CAPITAL O
1D5AF         ; NFKC_CF; 0070           # L&       MATHEMATICAL SANS-SERIF CAPITAL P
1D5B0         ; NFKC_CF; 0071           # L&       MATHEMATICAL SANS-SERIF CAPITAL Q
1D5B1         ; NFKC_CF; 0072           # L&       MATHEMATICAL SANS-SERIF CAPITAL R
1D5B2         ; NFKC_CF; 0073           # L&       MATHEMATICAL SANS-SERIF CAPITAL S
1D5B3         ; NFKC_CF; 0074           # L&       MATHEMATICAL SANS-SERIF CAPITAL T
1D5B4         ; NFKC_CF; 0075           # L&       MATHEMATICAL SANS-SERIF CAPITAL U
1D5B5         ; NFKC_CF; 0076           # L&       MATHEMATICAL SANS-SERIF CAPITAL V
1D5B6         ; NFKC_CF; 0077           # L&       MATHEMATICAL SANS-SERIF CAPITAL W
1D5B7         ; NFKC_CF; 0078           # L&       MATHEMATICAL SANS-SERIF CAPITAL X
1D5B8         ; NFKC_CF; 0079           # L&       MATHEMATICAL SANS-SERIF CAPITAL Y
1D5B9         ; NFKC_CF; 007A           # L&       MATHEMATICAL SANS-SERIF CAPITAL Z
1D5BA         ; NFKC_CF; 0061           # L&       MATHEMATICAL SANS-SERIF SMALL A
1D5BB         ; NFKC_CF; 0062           # L&       MATHEMATICAL SANS-SERIF SMALL B
1D5BC         ; NFKC_CF; 0063           # L&       MATHEMATICAL SANS-SERIF SMALL C
1D5BD         ; NFKC_CF; 0064           # L&       MATHEMATICAL SANS-SERIF SMALL D
1D5BE         ; NFKC_CF; 0065           # L&       MATHEMATICAL SANS-SERIF SMALL E
1D5BF         ; NFKC_CF; 0066           # L&       MATHEMATICAL SANS-SERIF SMALL F
1D5C0         ; NFKC_CF; 0067           # L&       MATHEMATICAL SANS-SERIF SMALL G
1D5C1         ; NFKC_CF; 0068           # L&       MATHEMATICAL SANS-SERIF SMALL H
1D5C2         ; NFKC_CF; 0069           # L&       MATHEMATICAL SANS-SERIF SMALL I
1D5C3         ; NFKC_CF; 006A           # L&       MATHEMATICAL SANS-SERIF SMALL J
1D5C4         ; NFKC_CF; 006B           # L&       MATHEMATICAL SANS-SERIF SMALL K
1D5C5         ; NFKC_CF; 006C           # L&       MATHEMATICAL SANS-SERIF SMALL L
1D5C6         ; NFKC_CF; 006D           # L&       MATHEMATICAL SANS-SERIF SMALL M
1D5C7         ; NFKC_CF; 006E           # L&       MATHEMATICAL SANS-SERIF SMALL N
1D5C8         ; NFKC_CF; 006F           # L&       MATHEMATICAL SANS-SERIF SMALL O
1D5C9         ; NFKC_CF; 0070           # L&       MATHEMATICAL SANS-SERIF SMALL P
1D5CA         ; NFKC_CF; 0071           # L&       MATHEMATICAL SANS-SERIF SMALL Q
1D5CB         ; NFKC_CF; 0072           # L&       MATHEMATICAL SANS-SERIF SMALL R
1D5CC         ; NFKC_CF; 0073           # L&       MATHEMATICAL SANS-SERIF SMALL S
1D5CD         ; NFKC_CF; 0074           # L&       MATHEMATICAL SANS-SERIF SMALL T
1D5CE         ; NFKC_CF; 0075           # L&       MATHEMATICAL SANS-SERIF SMALL U
1D5CF         ; NFKC_CF; 0076           # L&       MATHEMATICAL SANS-SERIF SMALL V
1D5D0         ; NFKC_CF; 0077           # L&       MATHEMATICAL SANS-SERIF SMALL W
1D5D1         ; NFKC_CF; 0078           # L&       MATHEMATICAL SANS-SERIF SMALL X
1D5D2         ; NFKC_CF; 0079           # L&       MATHEMATICAL SANS-SERIF SMALL Y
1D5D3         ; NFKC_CF; 007A           # L&       MATHEMATICAL SANS-SERIF SMALL Z
1D5D4         ; NFKC_CF; 0061           # L&       MATHEMATICAL SANS-SERIF BOLD CAPITAL A
1D5D5         ; NFKC_CF; 0062           # L&       MATHEMATICAL SANS-SERIF BOLD CAPITAL B
1D5D6         ; NFKC_CF; 0063           # L&       MATHEMATICAL SANS-SERIF BOLD CAPITAL C
1D5D7         ; NFKC_CF; 0064           # L&       MATHEMATICAL SANS-SERIF BOLD CAPITAL D
1D5D8         ; NFKC_CF; 0065           # L&       MATHEMATICAL SANS-SERIF BOLD CAPITAL E
1D5D9         ; NFKC_CF; 0066           # L&       MATHEMATICAL SANS-SERIF BOLD CAPITAL F
1D5DA         ; NFKC_CF; 0067           # L&       MATHEMATICAL SANS-SERIF BOLD CAPITAL G
1D5DB         ; NFKC_CF; 0068           # L&       MATHEMATICAL SANS-SERIF BOLD CAPITAL H
1D5DC         ; NFKC_CF; 0069           # L&       MATHEMATICAL SANS-SERIF BOLD CAPITAL I
1D5DD         ; NFKC_CF; 006A           # L&       MATHEMATICAL SANS-SERIF BOLD CAPITAL J
1D5DE         ; NFKC_CF; 006B           # L&       MATHEMATICAL SANS-SERIF BOLD CAPITAL K
1D5DF         ; NFKC_CF; 006C           # L&       MATHEMATICAL SANS-SERIF BOLD CAPITAL L
1D5E0         ; NFKC_CF; 006D           # L&       MATHEMATICAL SANS-SERIF BOLD CAPITAL M
1D5E1         ; NFKC_CF; 006E           # L&       MATHEMATICAL SANS-SERIF BOLD CAPITAL N
1D5E2         ; NFKC_CF; 006F           # L&       MATHEMATICAL SANS-SERIF BOLD CAPITAL O
1D5E3         ; NFKC_CF; 0070           # L&       MATHEMATICAL SANS-SERIF BOLD CAPITAL P
1D5E4         ; NFKC_CF; 0071           # L&       MATHEMATICAL SANS-SERIF BOLD CAPITAL Q
1D5E5         ; NFKC_CF; 0072           # L&       MATHEMATICAL SANS-SERIF BOLD CAPITAL R
1D5E6         ; NFKC_CF; 0073           # L&       MATHEMATICAL SANS-SERIF BOLD CAPITAL S
1D5E7         ; NFKC_CF; 0074           # L&       MATHEMATICAL SANS-SERIF BOLD CAPITAL T
1D5E8         ; NFKC_CF; 0075           # L&       MATHEMATICAL SANS-SERIF BOLD CAPITAL U
1D5E9         ; NFKC_CF; 0076           # L&       MATHEMATICAL SANS-SERIF BOLD CAPITAL V
1D5EA         ; NFKC_CF; 0077           # L&       MATHEMATICAL SANS-SERIF BOLD CAPITAL W
1D5EB         ; NFKC_CF; 0078           # L&       MATHEMATICAL SANS-SERIF BOLD CAPITAL X
1D5EC         ; NFKC_CF; 0079           # L&       MATHEMATICAL SANS-SERIF BOLD CAPITAL Y
1D5ED         ; NFKC_CF; 007A           # L&       MATHEMATICAL SANS-SERIF BOLD CAPITAL Z
1D5EE         ; NFKC_CF; 0061           # L&       MATHEMATICAL SANS-SERIF BOLD SMALL A
1D5EF         ; NFKC_CF; 0062           # L&       MATHEMATICAL SANS-SERIF BOLD SMALL B
1D5F0         ; NFKC_CF; 0063           # L&       MATHEMATICAL SANS-SERIF BOLD SMALL C
1D5F1         ; NFKC_CF; 0064           # L&       MATHEMATICAL SANS-SERIF BOLD SMALL D
1D5F2         ; NFKC_CF; 0065           # L&       MATHEMATICAL SANS-SERIF BOLD SMALL E
1D5F3         ; NFKC_CF; 0066           # L&       MATHEMATICAL SANS-SERIF BOLD SMALL F
1D5F4         ; NFKC_CF; 0067           # L&       MATHEMATICAL SANS-SERIF BOLD SMALL G
1D5F5         ; NFKC_CF; 0068           # L&       MATHEMATICAL SANS-SERIF BOLD SMALL H
1D5F6         ; NFKC_CF; 0069           # L&       MATHEMATICAL SANS-SERIF BOLD SMALL I
1D5F7         ; NFKC_CF; 006A           # L&       MATHEMATICAL SANS-SERIF BOLD SMALL J
1D5F8         ; NFKC_CF; 006B           # L&       MATHEMATICAL SANS-SERIF BOLD SMALL K
1D5F9         ; NFKC_CF; 006C           # L&       MATHEMATICAL SANS-SERIF BOLD SMALL L
1D5FA         ; NFKC_CF; 006D           # L&       MATHEMATICAL SANS-SERIF BOLD SMALL M
1D5FB         ; NFKC_CF; 006E           # L&       MATHEMATICAL SANS-SERIF BOLD SMALL N
1D5FC         ; NFKC_CF; 006F           # L&       MATHEMATICAL SANS-SERIF BOLD SMALL O
1D5FD         ; NFKC_CF; 0070           # L&       MATHEMATICAL SANS-SERIF BOLD SMALL P
1D5FE         ; NFKC_CF; 0071           # L&       MATHEMATICAL SANS-SERIF BOLD SMALL Q
1D5FF         ; NFKC_CF; 0072           # L&       MATHEMATICAL SANS-SERIF BOLD SMALL R
1D600         ; NFKC_CF; 0073           # L&       MATHEMATICAL SANS-SERIF BOLD SMALL S
1D601         ; NFKC_CF; 0074           # L&       MATHEMATICAL SANS-SERIF BOLD SMALL T
1D602         ; NFKC_CF; 0075           # L&       MATHEMATICAL SANS-SERIF BOLD SMALL U
1D603         ; NFKC_CF; 0076           # L&       MATHEMATICAL SANS-SERIF BOLD SMALL V
1D604         ; NFKC_CF; 0077           # L&       MATHEMATICAL SANS-SERIF BOLD SMALL W
1D605         ; NFKC_CF; 0078           # L&       MATHEMATICAL SANS-SERIF BOLD SMALL X
1D606         ; NFKC_CF; 0079           # L&       MATHEMATICAL SANS-SERIF BOLD SMALL Y
1D607         ; NFKC_CF; 007A           # L&       MATHEMATICAL SANS-SERIF BOLD SMALL Z
1D608         ; NFKC_CF; 0061           # L&       MATHEMATICAL SANS-SERIF ITALIC CAPITAL A
1D609         ; NFKC_CF; 0062           # L&       MATHEMATICAL SANS-SERIF ITALIC CAPITAL B
1D60A         ; NFKC_CF; 0063           # L&       MATHEMATICAL SANS-SERIF ITALIC CAPITAL C
1D60B         ; NFKC_CF; 0064           # L&       MATHEMATICAL SANS-SERIF ITALIC CAPITAL D
1D60C         ; NFKC_CF; 0065           # L&       MATHEMATICAL SANS-SERIF ITALIC CAPITAL E
1D60D         ; NFKC_CF; 0066           # L&       MATHEMATICAL SANS-SERIF ITALIC CAPITAL F
1D60E         ; NFKC_CF; 0067           # L&       MATHEMATICAL SANS-SERIF ITALIC CAPITAL G
1D60F         ; NFKC_CF; 0068           # L&       MATHEMATICAL SANS-SERIF ITALIC CAPITAL H
1D610         ; NFKC_CF; 0069           # L&       MATHEMATICAL SANS-SERIF ITALIC CAPITAL I
1D611         ; NFKC_CF; 006A           # L&       MATHEMATICAL SANS-SERIF ITALIC CAPITAL J
1D612         ; NFKC_CF; 006B           # L&       MATHEMATICAL SANS-SERIF ITALIC CAPITAL K
1D613         ; NFKC_CF; 006C           # L&       MATHEMATICAL SANS-SERIF ITALIC CAPITAL L
1D614         ; NFKC_CF; 006D           # L&       MATHEMATICAL SANS-SERIF ITALIC CAPITAL M
1D615         ; NFKC_CF; 006E           # L&       MATHEMATICAL SANS-SERIF ITALIC CAPITAL N
1D616         ; NFKC_CF; 006F           # L&       MATHEMATICAL SANS-SERIF ITALIC CAPITAL O
1D617         ; NFKC_CF; 0070           # L&       MATHEMATICAL SANS-SERIF ITALIC CAPITAL P
1D618         ; NFKC_CF; 0071           # L&       MATHEMATICAL SANS-SERIF ITALIC CAPITAL Q
1D619         ; NFKC_CF; 0072           # L&       MATHEMATICAL SANS-SERIF ITALIC CAPITAL R
1D61A         ; NFKC_CF; 0073           # L&       MATHEMATICAL SANS-SERIF ITALIC CAPITAL S
1D61B         ; NFKC_CF; 0074           # L&       MATHEMATICAL SANS-SERIF ITALIC CAPITAL T
1D61C         ; NFKC_CF; 0075           # L&       MATHEMATICAL SANS-SERIF ITALIC CAPITAL U
1D61D         ; NFKC_CF; 0076           # L&       MATHEMATICAL SANS-SERIF ITALIC CAPITAL V
1D61E         ; NFKC_CF; 0077           # L&       MATHEMATICAL SANS-SERIF ITALIC CAPITAL W
1D61F         ; NFKC_CF; 0078           # L&       MATHEMATICAL SANS-SERIF ITALIC CAPITAL X
1D620         ; NFKC_CF; 0079           # L&       MATHEMATICAL SANS-SERIF ITALIC CAPITAL Y
1D621         ; NFKC_CF; 007A           # L&       MATHEMATICAL SANS-SERIF ITALIC CAPITAL Z
1D622         ; NFKC_CF; 0061           # L&       MATHEMATICAL SANS-SERIF ITALIC SMALL A
1D623         ; NFKC_CF; 0062           # L&       MATHEMATICAL SANS-SERIF ITALIC SMALL B
1D624         ; NFKC_CF; 0063           # L&       MATHEMATICAL SANS-SERIF ITALIC SMALL C
1D625         ; NFKC_CF; 0064           # L&       MATHEMATICAL SANS-SERIF ITALIC SMALL D
1D626         ; NFKC_CF; 0065           # L&       MATHEMATICAL SANS-SERIF ITALIC SMALL E
1D627         ; NFKC_CF; 0066           # L&       MATHEMATICAL SANS-SERIF ITALIC SMALL F
1D628         ; NFKC_CF; 0067           # L&       MATHEMATICAL SANS-SERIF ITALIC SMALL G
1D629         ; NFKC_CF; 0068           # L&       MATHEMATICAL SANS-SERIF ITALIC SMALL H
1D62A         ; NFKC_CF; 0069           # L&       MATHEMATICAL SANS-SERIF ITALIC SMALL I
1D62B         ; NFKC_CF; 006A           # L&       MATHEMATICAL SANS-SERIF ITALIC SMALL J
1D62C         ; NFKC_CF; 006B           # L&       MATHEMATICAL SANS-SERIF ITALIC SMALL K
1D62D         ; NFKC_CF; 006C           # L&       MATHEMATICAL SANS-SERIF ITALIC SMALL L
1D62E         ; NFKC_CF; 006D           # L&       MATHEMATICAL SANS-SERIF ITALIC SMALL M
1D62F         ; NFKC_CF; 006E           # L&       MATHEMATICAL SANS-SERIF ITALIC SMALL N
1D630         ; NFKC_CF; 006F           # L&       MATHEMATICAL SANS-SERIF ITALIC SMALL O
1D631         ; NFKC_CF; 0070           # L&       MATHEMATICAL SANS-SERIF ITALIC SMALL P
1D632         ; NFKC_CF; 0071           # L&       MATHEMATICAL SANS-SERIF ITALIC SMALL Q
1D633         ; NFKC_CF; 0072           # L&       MATHEMATICAL SANS-SERIF ITALIC SMALL R
1D634         ; NFKC_CF; 0073           # L&       MATHEMATICAL SANS-SERIF ITALIC SMALL S
1D635         ; NFKC_CF; 0074           # L&       MATHEMATICAL SANS-SERIF ITALIC SMALL T
1D636         ; NFKC_CF; 0075           # L&       MATHEMATICAL SANS-SERIF ITALIC SMALL U
1D637         ; NFKC_CF; 0076           # L&       MATHEMATICAL SANS-SERIF ITALIC SMALL V
1D638         ; NFKC_CF; 0077           # L&       MATHEMATICAL SANS-SERIF ITALIC SMALL W
1D639         ; NFKC_CF; 0078           # L&       MATHEMATICAL SANS-SERIF ITALIC SMALL X
1D63A         ; NFKC_CF; 0079           # L&       MATHEMATICAL SANS-SERIF ITALIC SMALL Y
1D63B         ; NFKC_CF; 007A           # L&       MATHEMATICAL SANS-SERIF ITALIC SMALL Z
1D63C         ; NFKC_CF; 0061           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL A
1D63D         ; NFKC_CF; 0062           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL B
1D63E         ; NFKC_CF; 0063           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL C
1D63F         ; NFKC_CF; 0064           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL D
1D640         ; NFKC_CF; 0065           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL E
1D641         ; NFKC_CF; 0066           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL F
1D642         ; NFKC_CF; 0067           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL G
1D643         ; NFKC_CF; 0068           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL H
1D644         ; NFKC_CF; 0069           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL I
1D645         ; NFKC_CF; 006A           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL J
1D646         ; NFKC_CF; 006B           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL K
1D647         ; NFKC_CF; 006C           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL L
1D648         ; NFKC_CF; 006D           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL M
1D649         ; NFKC_CF; 006E           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL N
1D64A         ; NFKC_CF; 006F           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL O
1D64B         ; NFKC_CF; 0070           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL P
1D64C         ; NFKC_CF; 0071           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL Q
1D64D         ; NFKC_CF; 0072           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL R
1D64E         ; NFKC_CF; 0073           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL S
1D64F         ; NFKC_CF; 0074           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL T
1D650         ; NFKC_CF; 0075           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL U
1D651         ; NFKC_CF; 0076           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL V
1D652         ; NFKC_CF; 0077           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL W
1D653         ; NFKC_CF; 0078           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL X
1D654         ; NFKC_CF; 0079           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL Y
1D655         ; NFKC_CF; 007A           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL Z
1D656         ; NFKC_CF; 0061           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL A
1D657         ; NFKC_CF; 0062           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL B
1D658         ; NFKC_CF; 0063           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL C
1D659         ; NFKC_CF; 0064           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL D
1D65A         ; NFKC_CF; 0065           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL E
1D65B         ; NFKC_CF; 0066           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL F
1D65C         ; NFKC_CF; 0067           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL G
1D65D         ; NFKC_CF; 0068           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL H
1D65E         ; NFKC_CF; 0069           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL I
1D65F         ; NFKC_CF; 006A           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL J
1D660         ; NFKC_CF; 006B           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL K
1D661         ; NFKC_CF; 006C           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL L
1D662         ; NFKC_CF; 006D           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL M
1D663         ; NFKC_CF; 006E           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL N
1D664         ; NFKC_CF; 006F           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL O
1D665         ; NFKC_CF; 0070           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL P
1D666         ; NFKC_CF; 0071           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL Q
1D667         ; NFKC_CF; 0072           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL R
1D668         ; NFKC_CF; 0073           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL S
1D669         ; NFKC_CF; 0074           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL T
1D66A         ; NFKC_CF; 0075           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL U
1D66B         ; NFKC_CF; 0076           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL V
1D66C         ; NFKC_CF; 0077           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL W
1D66D         ; NFKC_CF; 0078           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL X
1D66E         ; NFKC_CF; 0079           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL Y
1D66F         ; NFKC_CF; 007A           # L&       MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL Z
1D670         ; NFKC_CF; 0061           # L&       MATHEMATICAL MONOSPACE CAPITAL A
1D671         ; NFKC_CF; 0062           # L&       MATHEMATICAL MONOSPACE CAPITAL B
1D672         ; NFKC_CF; 0063           # L&       MATHEMATICAL MONOSPACE CAPITAL C
1D673         ; NFKC_CF; 0064           # L&       MATHEMATICAL MONOSPACE CAPITAL D
1D674         ; NFKC_CF; 0065           # L&       MATHEMATICAL MONOSPACE CAPITAL E
1D675         ; NFKC_CF; 0066           # L&       MATHEMATICAL MONOSPACE CAPITAL F
1D676         ; NFKC_CF; 0067           # L&       MATHEMATICAL MONOSPACE CAPITAL G
1D677         ; NFKC_CF; 0068           # L&       MATHEMATICAL MONOSPACE CAPITAL H
1D678         ; NFKC_CF; 0069           # L&       MATHEMATICAL MONOSPACE CAPITAL I
1D679         ; NFKC_CF; 006A           # L&       MATHEMATICAL MONOSPACE CAPITAL J
1D67A         ; NFKC_CF; 006B           # L&       MATHEMATICAL MONOSPACE CAPITAL K
1D67B         ; NFKC_CF; 006C           # L&       MATHEMATICAL MONOSPACE CAPITAL L
1D67C         ; NFKC_CF; 006D           # L&       MATHEMATICAL MONOSPACE CAPITAL M
1D67D         ; NFKC_CF; 006E           # L&       MATHEMATICAL MONOSPACE CAPITAL N
1D67E         ; NFKC_CF; 006F           # L&       MATHEMATICAL MONOSPACE CAPITAL O
1D67F         ; NFKC_CF; 0070           # L&       MATHEMATICAL MONOSPACE CAPITAL P
1D680         ; NFKC_CF; 0071           # L&       MATHEMATICAL MONOSPACE CAPITAL Q
1D681         ; NFKC_CF; 0072           # L&       MATHEMATICAL MONOSPACE CAPITAL R
