# DerivedCoreProperties-16.0.0.txt
# Date: 2024-05-31, 18:09:32 GMT
# © 2024 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
#
# Unicode Character Database
#   For documentation, see https://www.unicode.org/reports/tr44/

# ================================================

# Derived Property: Math
#  Generated from: Sm + Other_Math

002B          ; Math
102B..102C    ; Grapheme_Base
1031          ; Grapheme_Base
1038          ; Grapheme_Base
103B..103C    ; Grapheme_Base
103F          ; Grapheme_Base
1040..1049    ; Grapheme_Base
104A..104F    ; Grapheme_Base
1050..1055    ; Grapheme_Base
1056..1057    ; Grapheme_Base
105A..105D    ; Grapheme_Base
1061          ; Grapheme_Base
1062..1064    ; Grapheme_Base
1065..1066    ; Grapheme_Base
1067..106D    ; Grapheme_Base
106E..1070    ; Grapheme_Base
1075..1081    ; Grapheme_Base
1083..1084    ; Grapheme_Base
1087..108C    ; Grapheme_Base
108E          ; Grapheme_Base
108F          ; Grapheme_Base
1090..1099    ; Grapheme_Base
109A..109C    ; Grapheme_Base
109E..109F    ; Grapheme_Base
10A0..10C5    ; Grapheme_Base
10C7          ; Grapheme_Base
10CD          ; Grapheme_Base
10D0..10FA    ; Grapheme_Base
10FB          ; Grapheme_Base
10FC          ; Grapheme_Base
10FD..10FF    ; Grapheme_Base
1100..1248    ; Grapheme_Base
124A..124D    ; Grapheme_Base
1250..1256    ; Grapheme_Base
1258          ; Grapheme_Base
125A..125D    ; Grapheme_Base
1260..1288    ; Grapheme_Base
128A..128D    ; Grapheme_Base
1290..12B0    ; Grapheme_Base
12B2..12B5    ; Grapheme_Base
12B8..12BE    ; Grapheme_Base
12C0          ; Grapheme_Base
12C2..12C5    ; Grapheme_Base
12C8..12D6    ; Grapheme_Base
12D8..1310    ; Grapheme_Base
1312..1315    ; Grapheme_Base
1318..135A    ; Grapheme_Base
1360..1368    ; Grapheme_Base
1369..137C    ; Grapheme_Base
1380..138F    ; Grapheme_Base
1390..1399    ; Grapheme_Base
13A0..13F5    ; Grapheme_Base
13F8..13FD    ; Grapheme_Base
1400          ; Grapheme_Base
1401..166C    ; Grapheme_Base
166D          ; Grapheme_Base
166E          ; Grapheme_Base
166F..167F    ; Grapheme_Base
1680          ; Grapheme_Base
1681..169A    ; Grapheme_Base
169B          ; Grapheme_Base
169C          ; Grapheme_Base
16A0..16EA    ; Grapheme_Base
16EB..16ED    ; Grapheme_Base
16EE..16F0    ; Grapheme_Base
16F1..16F8    ; Grapheme_Base
1700..1711    ; Grapheme_Base
171F..1731    ; Grapheme_Base
1735..1736    ; Grapheme_Base
1740..1751    ; Grapheme_Base
1760..176C    ; Grapheme_Base
176E..1770    ; Grapheme_Base
1780..17B3    ; Grapheme_Base
17B6          ; Grapheme_Base
17BE..17C5    ; Grapheme_Base
17C7..17C8    ; Grapheme_Base
17D4..17D6    ; Grapheme_Base
17D7          ; Grapheme_Base
17D8..17DA    ; Grapheme_Base
17DB          ; Grapheme_Base
17DC          ; Grapheme_Base
17E0..17E9    ; Grapheme_Base
17F0..17F9    ; Grapheme_Base
1800..1805    ; Grapheme_Base
1806          ; Grapheme_Base
1807..180A    ; Grapheme_Base
1810..1819    ; Grapheme_Base
1820..1842    ; Grapheme_Base
1843          ; Grapheme_Base
1844..1878    ; Grapheme_Base
1880..1884    ; Grapheme_Base
1887..18A8    ; Grapheme_Base
18AA          ; Grapheme_Base
18B0..18F5    ; Grapheme_Base
1900..191E    ; Grapheme_Base
1923..1926    ; Grapheme_Base
1929..192B    ; Grapheme_Base
1930..1931    ; Grapheme_Base
1933..1938    ; Grapheme_Base
1940          ; Grapheme_Base
1944..1945    ; Grapheme_Base
1946..194F    ; Grapheme_Base
1950..196D    ; Grapheme_Base
1970..1974    ; Grapheme_Base
1980..19AB    ; Grapheme_Base
19B0..19C9    ; Grapheme_Base
19D0..19D9    ; Grapheme_Base
19DA          ; Grapheme_Base
19DE..19FF    ; Grapheme_Base
1A00..1A16    ; Grapheme_Base
1A19..1A1A    ; Grapheme_Base
1A1E..1A1F    ; Grapheme_Base
1A20..1A54    ; Grapheme_Base
1A55          ; Grapheme_Base
1A57          ; Grapheme_Base
1A61          ; Grapheme_Base
1A63..1A64    ; Grapheme_Base
1A6D..1A72    ; Grapheme_Base
1A80..1A89    ; Grapheme_Base
1A90..1A99    ; Grapheme_Base
1AA0..1AA6    ; Grapheme_Base
1AA7          ; Grapheme_Base
1AA8..1AAD    ; Grapheme_Base
1B04          ; Grapheme_Base
1B05..1B33    ; Grapheme_Base
1B3E..1B41    ; Grapheme_Base
1B45..1B4C    ; Grapheme_Base
1B4E..1B4F    ; Grapheme_Base
1B50..1B59    ; Grapheme_Base
1B5A..1B60    ; Grapheme_Base
1B61..1B6A    ; Grapheme_Base
1B74..1B7C    ; Grapheme_Base
1B7D..1B7F    ; Grapheme_Base
1B82          ; Grapheme_Base
1B83..1BA0    ; Grapheme_Base
1BA1          ; Grapheme_Base
1BA6..1BA7    ; Grapheme_Base
1BAE..1BAF    ; Grapheme_Base
1BB0..1BB9    ; Grapheme_Base
1BBA..1BE5    ; Grapheme_Base
1BE7          ; Grapheme_Base
1BEA..1BEC    ; Grapheme_Base
1BEE          ; Grapheme_Base
1BFC..1BFF    ; Grapheme_Base
1C00..1C23    ; Grapheme_Base
1C24..1C2B    ; Grapheme_Base
1C34..1C35    ; Grapheme_Base
1C3B..1C3F    ; Grapheme_Base
1C40..1C49    ; Grapheme_Base
1C4D..1C4F    ; Grapheme_Base
1C50..1C59    ; Grapheme_Base
1C5A..1C77    ; Grapheme_Base
1C78..1C7D    ; Grapheme_Base
1C7E..1C7F    ; Grapheme_Base
1C80..1C8A    ; Grapheme_Base
1C90..1CBA    ; Grapheme_Base
1CBD..1CBF    ; Grapheme_Base
1CC0..1CC7    ; Grapheme_Base
1CD3          ; Grapheme_Base
1CE1          ; Grapheme_Base
1CE9..1CEC    ; Grapheme_Base
1CEE..1CF3    ; Grapheme_Base
1CF5..1CF6    ; Grapheme_Base
1CF7          ; Grapheme_Base
1CFA          ; Grapheme_Base
1D00..1D2B    ; Grapheme_Base
1D2C..1D6A    ; Grapheme_Base
1D6B..1D77    ; Grapheme_Base
1D78          ; Grapheme_Base
1D79..1D9A    ; Grapheme_Base
1D9B..1DBF    ; Grapheme_Base
1E00..1F15    ; Grapheme_Base
1F18..1F1D    ; Grapheme_Base
1F20..1F45    ; Grapheme_Base
1F48..1F4D    ; Grapheme_Base
1F50..1F57    ; Grapheme_Base
1F59          ; Grapheme_Base
1F5B          ; Grapheme_Base
1F5D          ; Grapheme_Base
1F5F..1F7D    ; Grapheme_Base
1F80..1FB4    ; Grapheme_Base
1FB6..1FBC    ; Grapheme_Base
1FBD          ; Grapheme_Base
1FBE          ; Grapheme_Base
1FBF..1FC1    ; Grapheme_Base
1FC2..1FC4    ; Grapheme_Base
1FC6..1FCC    ; Grapheme_Base
1FCD..1FCF    ; Grapheme_Base
1FD0..1FD3    ; Grapheme_Base
1FD6..1FDB    ; Grapheme_Base
1FDD..1FDF    ; Grapheme_Base
1FE0..1FEC    ; Grapheme_Base
1FED..1FEF    ; Grapheme_Base
1FF2..1FF4    ; Grapheme_Base
1FF6..1FFC    ; Grapheme_Base
1FFD..1FFE    ; Grapheme_Base
2000..200A    ; Grapheme_Base
2010..2015    ; Grapheme_Base
2016..2017    ; Grapheme_Base
2018          ; Grapheme_Base
2019          ; Grapheme_Base
201A          ; Grapheme_Base
201B..201C    ; Grapheme_Base
201D          ; Grapheme_Base
201E          ; Grapheme_Base
201F          ; Grapheme_Base
2020..2027    ; Grapheme_Base
202F          ; Grapheme_Base
2030..2038    ; Grapheme_Base
2039          ; Grapheme_Base
203A          ; Grapheme_Base
203B..203E    ; Grapheme_Base
203F..2040    ; Grapheme_Base
2041..2043    ; Grapheme_Base
2044          ; Grapheme_Base
2045          ; Grapheme_Base
2046          ; Grapheme_Base
2047..2051    ; Grapheme_Base
2052          ; Grapheme_Base
2053          ; Grapheme_Base
2054          ; Grapheme_Base
2055..205E    ; Grapheme_Base
205F          ; Grapheme_Base
2070          ; Grapheme_Base
2071          ; Grapheme_Base
2074..2079    ; Grapheme_Base
207A..207C    ; Grapheme_Base
207D          ; Grapheme_Base
207E          ; Grapheme_Base
207F          ; Grapheme_Base
2080..2089    ; Grapheme_Base
208A..208C    ; Grapheme_Base
208D          ; Grapheme_Base
208E          ; Grapheme_Base
2090..209C    ; Grapheme_Base
20A0..20C0    ; Grapheme_Base
2100..2101    ; Grapheme_Base
2102          ; Grapheme_Base
2103..2106    ; Grapheme_Base
2107          ; Grapheme_Base
2108..2109    ; Grapheme_Base
210A..2113    ; Grapheme_Base
2114          ; Grapheme_Base
2115          ; Grapheme_Base
2116..2117    ; Grapheme_Base
2118          ; Grapheme_Base
2119..211D    ; Grapheme_Base
211E..2123    ; Grapheme_Base
2124          ; Grapheme_Base
2125          ; Grapheme_Base
2126          ; Grapheme_Base
2127          ; Grapheme_Base
2128          ; Grapheme_Base
2129          ; Grapheme_Base
212A..212D    ; Grapheme_Base
212E          ; Grapheme_Base
212F..2134    ; Grapheme_Base
2135..2138    ; Grapheme_Base
2139          ; Grapheme_Base
213A..213B    ; Grapheme_Base
213C..213F    ; Grapheme_Base
2140..2144    ; Grapheme_Base
2145..2149    ; Grapheme_Base
214A          ; Grapheme_Base
214B          ; Grapheme_Base
214C..214D    ; Grapheme_Base
214E          ; Grapheme_Base
214F          ; Grapheme_Base
2150..215F    ; Grapheme_Base
2160..2182    ; Grapheme_Base
2183..2184    ; Grapheme_Base
2185..2188    ; Grapheme_Base
2189          ; Grapheme_Base
218A..218B    ; Grapheme_Base
2190..2194    ; Grapheme_Base
2195..2199    ; Grapheme_Base
219A..219B    ; Grapheme_Base
219C..219F    ; Grapheme_Base
21A0          ; Grapheme_Base
21A1..21A2    ; Grapheme_Base
21A3          ; Grapheme_Base
21A4..21A5    ; Grapheme_Base
21A6          ; Grapheme_Base
21A7..21AD    ; Grapheme_Base
21AE          ; Grapheme_Base
21AF..21CD    ; Grapheme_Base
21CE..21CF    ; Grapheme_Base
21D0..21D1    ; Grapheme_Base
21D2          ; Grapheme_Base
21D3          ; Grapheme_Base
21D4          ; Grapheme_Base
21D5..21F3    ; Grapheme_Base
21F4..22FF    ; Grapheme_Base
2300..2307    ; Grapheme_Base
2308          ; Grapheme_Base
2309          ; Grapheme_Base
230A          ; Grapheme_Base
230B          ; Grapheme_Base
230C..231F    ; Grapheme_Base
2320..2321    ; Grapheme_Base
2322..2328    ; Grapheme_Base
2329          ; Grapheme_Base
232A          ; Grapheme_Base
232B..237B    ; Grapheme_Base
237C          ; Grapheme_Base
237D..239A    ; Grapheme_Base
239B..23B3    ; Grapheme_Base
23B4..23DB    ; Grapheme_Base
23DC..23E1    ; Grapheme_Base
23E2..2429    ; Grapheme_Base
2440..244A    ; Grapheme_Base
2460..249B    ; Grapheme_Base
249C..24E9    ; Grapheme_Base
24EA..24FF    ; Grapheme_Base
2500..25B6    ; Grapheme_Base
25B7          ; Grapheme_Base
25B8..25C0    ; Grapheme_Base
25C1          ; Grapheme_Base
25C2..25F7    ; Grapheme_Base
25F8..25FF    ; Grapheme_Base
2600..266E    ; Grapheme_Base
266F          ; Grapheme_Base
2670..2767    ; Grapheme_Base
2768          ; Grapheme_Base
2769          ; Grapheme_Base
276A          ; Grapheme_Base
276B          ; Grapheme_Base
276C          ; Grapheme_Base
276D          ; Grapheme_Base
276E          ; Grapheme_Base
276F          ; Grapheme_Base
2770          ; Grapheme_Base
2771          ; Grapheme_Base
2772          ; Grapheme_Base
2773          ; Grapheme_Base
2774          ; Grapheme_Base
2775          ; Grapheme_Base
2776..2793    ; Grapheme_Base
2794..27BF    ; Grapheme_Base
27C0..27C4    ; Grapheme_Base
27C5          ; Grapheme_Base
27C6          ; Grapheme_Base
27C7..27E5    ; Grapheme_Base
27E6          ; Grapheme_Base
27E7          ; Grapheme_Base
27E8          ; Grapheme_Base
27E9          ; Grapheme_Base
27EA          ; Grapheme_Base
27EB          ; Grapheme_Base
27EC          ; Grapheme_Base
27ED          ; Grapheme_Base
27EE          ; Grapheme_Base
27EF          ; Grapheme_Base
27F0..27FF    ; Grapheme_Base
2800..28FF    ; Grapheme_Base
2900..2982    ; Grapheme_Base
2983          ; Grapheme_Base
2984          ; Grapheme_Base
2985          ; Grapheme_Base
2986          ; Grapheme_Base
2987          ; Grapheme_Base
2988          ; Grapheme_Base
2989          ; Grapheme_Base
298A          ; Grapheme_Base
298B          ; Grapheme_Base
298C          ; Grapheme_Base
298D          ; Grapheme_Base
298E          ; Grapheme_Base
298F          ; Grapheme_Base
2990          ; Grapheme_Base
2991          ; Grapheme_Base
2992          ; Grapheme_Base
2993          ; Grapheme_Base
2994          ; Grapheme_Base
2995          ; Grapheme_Base
2996          ; Grapheme_Base
2997          ; Grapheme_Base
2998          ; Grapheme_Base
2999..29D7    ; Grapheme_Base
29D8          ; Grapheme_Base
29D9          ; Grapheme_Base
29DA          ; Grapheme_Base
29DB          ; Grapheme_Base
29DC..29FB    ; Grapheme_Base
29FC          ; Grapheme_Base
29FD          ; Grapheme_Base
29FE..2AFF    ; Grapheme_Base
2B00..2B2F    ; Grapheme_Base
2B30..2B44    ; Grapheme_Base
2B45..2B46    ; Grapheme_Base
2B47..2B4C    ; Grapheme_Base
2B4D..2B73    ; Grapheme_Base
2B76..2B95    ; Grapheme_Base
2B97..2BFF    ; Grapheme_Base
2C00..2C7B    ; Grapheme_Base
2C7C..2C7D    ; Grapheme_Base
2C7E..2CE4    ; Grapheme_Base
2CE5..2CEA    ; Grapheme_Base
2CEB..2CEE    ; Grapheme_Base
2CF2..2CF3    ; Grapheme_Base
2CF9..2CFC    ; Grapheme_Base
2CFD          ; Grapheme_Base
2CFE..2CFF    ; Grapheme_Base
2D00..2D25    ; Grapheme_Base
2D27          ; Grapheme_Base
2D2D          ; Grapheme_Base
2D30..2D67    ; Grapheme_Base
2D6F          ; Grapheme_Base
2D70          ; Grapheme_Base
2D80..2D96    ; Grapheme_Base
2DA0..2DA6    ; Grapheme_Base
2DA8..2DAE    ; Grapheme_Base
2DB0..2DB6    ; Grapheme_Base
2DB8..2DBE    ; Grapheme_Base
2DC0..2DC6    ; Grapheme_Base
2DC8..2DCE    ; Grapheme_Base
2DD0..2DD6    ; Grapheme_Base
2DD8..2DDE    ; Grapheme_Base
2E00..2E01    ; Grapheme_Base
2E02          ; Grapheme_Base
2E03          ; Grapheme_Base
2E04          ; Grapheme_Base
2E05          ; Grapheme_Base
2E06..2E08    ; Grapheme_Base
2E09          ; Grapheme_Base
2E0A          ; Grapheme_Base
2E0B          ; Grapheme_Base
2E0C          ; Grapheme_Base
2E0D          ; Grapheme_Base
2E0E..2E16    ; Grapheme_Base
2E17          ; Grapheme_Base
2E18..2E19    ; Grapheme_Base
2E1A          ; Grapheme_Base
2E1B          ; Grapheme_Base
2E1C          ; Grapheme_Base
2E1D          ; Grapheme_Base
2E1E..2E1F    ; Grapheme_Base
2E20          ; Grapheme_Base
2E21          ; Grapheme_Base
2E22          ; Grapheme_Base
2E23          ; Grapheme_Base
2E24          ; Grapheme_Base
2E25          ; Grapheme_Base
2E26          ; Grapheme_Base
2E27          ; Grapheme_Base
2E28          ; Grapheme_Base
2E29          ; Grapheme_Base
2E2A..2E2E    ; Grapheme_Base
2E2F          ; Grapheme_Base
2E30..2E39    ; Grapheme_Base
2E3A..2E3B    ; Grapheme_Base
2E3C..2E3F    ; Grapheme_Base
2E40          ; Grapheme_Base
2E41          ; Grapheme_Base
2E42          ; Grapheme_Base
2E43..2E4F    ; Grapheme_Base
2E50..2E51    ; Grapheme_Base
2E52..2E54    ; Grapheme_Base
2E55          ; Grapheme_Base
2E56          ; Grapheme_Base
2E57          ; Grapheme_Base
2E58          ; Grapheme_Base
2E59          ; Grapheme_Base
2E5A          ; Grapheme_Base
2E5B          ; Grapheme_Base
2E5C          ; Grapheme_Base
2E5D          ; Grapheme_Base
2E80..2E99    ; Grapheme_Base
2E9B..2EF3    ; Grapheme_Base
2F00..2FD5    ; Grapheme_Base
2FF0..2FFF    ; Grapheme_Base
3000          ; Grapheme_Base
3001..3003    ; Grapheme_Base
3004          ; Grapheme_Base
3005          ; Grapheme_Base
3006          ; Grapheme_Base
3007          ; Grapheme_Base
3008          ; Grapheme_Base
3009          ; Grapheme_Base
300A          ; Grapheme_Base
300B          ; Grapheme_Base
300C          ; Grapheme_Base
300D          ; Grapheme_Base
300E          ; Grapheme_Base
300F          ; Grapheme_Base
3010          ; Grapheme_Base
3011          ; Grapheme_Base
3012..3013    ; Grapheme_Base
3014          ; Grapheme_Base
3015          ; Grapheme_Base
3016          ; Grapheme_Base
3017          ; Grapheme_Base
3018          ; Grapheme_Base
3019          ; Grapheme_Base
301A          ; Grapheme_Base
301B          ; Grapheme_Base
301C          ; Grapheme_Base
301D          ; Grapheme_Base
301E..301F    ; Grapheme_Base
3020          ; Grapheme_Base
3021..3029    ; Grapheme_Base
3030          ; Grapheme_Base
3031..3035    ; Grapheme_Base
3036..3037    ; Grapheme_Base
3038..303A    ; Grapheme_Base
303B          ; Grapheme_Base
303C          ; Grapheme_Base
303D          ; Grapheme_Base
303E..303F    ; Grapheme_Base
3041..3096    ; Grapheme_Base
309B..309C    ; Grapheme_Base
309D..309E    ; Grapheme_Base
309F          ; Grapheme_Base
30A0          ; Grapheme_Base
30A1..30FA    ; Grapheme_Base
30FB          ; Grapheme_Base
30FC..30FE    ; Grapheme_Base
30FF          ; Grapheme_Base
3105..312F    ; Grapheme_Base
3131..318E    ; Grapheme_Base
3190..3191    ; Grapheme_Base
3192..3195    ; Grapheme_Base
3196..319F    ; Grapheme_Base
31A0..31BF    ; Grapheme_Base
31C0..31E5    ; Grapheme_Base
31EF          ; Grapheme_Base
31F0..31FF    ; Grapheme_Base
3200..321E    ; Grapheme_Base
3220..3229    ; Grapheme_Base
322A..3247    ; Grapheme_Base
3248..324F    ; Grapheme_Base
3250          ; Grapheme_Base
3251..325F    ; Grapheme_Base
3260..327F    ; Grapheme_Base
3280..3289    ; Grapheme_Base
328A..32B0    ; Grapheme_Base
32B1..32BF    ; Grapheme_Base
32C0..33FF    ; Grapheme_Base
3400..4DBF    ; Grapheme_Base
4DC0..4DFF    ; Grapheme_Base
4E00..A014    ; Grapheme_Base
A015          ; Grapheme_Base
A016..A48C    ; Grapheme_Base
A490..A4C6    ; Grapheme_Base
A4D0..A4F7    ; Grapheme_Base
A4F8..A4FD    ; Grapheme_Base
A4FE..A4FF    ; Grapheme_Base
A500..A60B    ; Grapheme_Base
A60C          ; Grapheme_Base
A60D..A60F    ; Grapheme_Base
A610..A61F    ; Grapheme_Base
A620..A629    ; Grapheme_Base
A62A..A62B    ; Grapheme_Base
A640..A66D    ; Grapheme_Base
A66E          ; Grapheme_Base
A673          ; Grapheme_Base
A67E          ; Grapheme_Base
A67F          ; Grapheme_Base
A680..A69B    ; Grapheme_Base
A69C..A69D    ; Grapheme_Base
A6A0..A6E5    ; Grapheme_Base
A6E6..A6EF    ; Grapheme_Base
A6F2..A6F7    ; Grapheme_Base
A700..A716    ; Grapheme_Base
A717..A71F    ; Grapheme_Base
A720..A721    ; Grapheme_Base
A722..A76F    ; Grapheme_Base
A770          ; Grapheme_Base
A771..A787    ; Grapheme_Base
A788          ; Grapheme_Base
A789..A78A    ; Grapheme_Base
A78B..A78E    ; Grapheme_Base
A78F          ; Grapheme_Base
A790..A7CD    ; Grapheme_Base
A7D0..A7D1    ; Grapheme_Base
A7D3          ; Grapheme_Base
A7D5..A7DC    ; Grapheme_Base
A7F2..A7F4    ; Grapheme_Base
A7F5..A7F6    ; Grapheme_Base
A7F7          ; Grapheme_Base
A7F8..A7F9    ; Grapheme_Base
A7FA          ; Grapheme_Base
A7FB..A801    ; Grapheme_Base
A803..A805    ; Grapheme_Base
A807..A80A    ; Grapheme_Base
A80C..A822    ; Grapheme_Base
A823..A824    ; Grapheme_Base
A827          ; Grapheme_Base
A828..A82B    ; Grapheme_Base
A830..A835    ; Grapheme_Base
A836..A837    ; Grapheme_Base
A838          ; Grapheme_Base
A839          ; Grapheme_Base
A840..A873    ; Grapheme_Base
A874..A877    ; Grapheme_Base
A880..A881    ; Grapheme_Base
A882..A8B3    ; Grapheme_Base
A8B4..A8C3    ; Grapheme_Base
A8CE..A8CF    ; Grapheme_Base
A8D0..A8D9    ; Grapheme_Base
A8F2..A8F7    ; Grapheme_Base
A8F8..A8FA    ; Grapheme_Base
A8FB          ; Grapheme_Base
A8FC          ; Grapheme_Base
A8FD..A8FE    ; Grapheme_Base
A900..A909    ; Grapheme_Base
A90A..A925    ; Grapheme_Base
A92E..A92F    ; Grapheme_Base
A930..A946    ; Grapheme_Base
A952          ; Grapheme_Base
A95F          ; Grapheme_Base
A960..A97C    ; Grapheme_Base
A983          ; Grapheme_Base
A984..A9B2    ; Grapheme_Base
A9B4..A9B5    ; Grapheme_Base
A9BA..A9BB    ; Grapheme_Base
A9BE..A9BF    ; Grapheme_Base
A9C1..A9CD    ; Grapheme_Base
A9CF          ; Grapheme_Base
A9D0..A9D9    ; Grapheme_Base
A9DE..A9DF    ; Grapheme_Base
A9E0..A9E4    ; Grapheme_Base
A9E6          ; Grapheme_Base
A9E7..A9EF    ; Grapheme_Base
A9F0..A9F9    ; Grapheme_Base
A9FA..A9FE    ; Grapheme_Base
AA00..AA28    ; Grapheme_Base
AA2F..AA30    ; Grapheme_Base
AA33..AA34    ; Grapheme_Base
AA40..AA42    ; Grapheme_Base
AA44..AA4B    ; Grapheme_Base
AA4D          ; Grapheme_Base
AA50..AA59    ; Grapheme_Base
AA5C..AA5F    ; Grapheme_Base
AA60..AA6F    ; Grapheme_Base
AA70          ; Grapheme_Base
AA71..AA76    ; Grapheme_Base
AA77..AA79    ; Grapheme_Base
AA7A          ; Grapheme_Base
AA7B          ; Grapheme_Base
AA7D          ; Grapheme_Base
AA7E..AAAF    ; Grapheme_Base
AAB1          ; Grapheme_Base
AAB5..AAB6    ; Grapheme_Base
AAB9..AABD    ; Grapheme_Base
AAC0          ; Grapheme_Base
AAC2          ; Grapheme_Base
AADB..AADC    ; Grapheme_Base
AADD          ; Grapheme_Base
AADE..AADF    ; Grapheme_Base
AAE0..AAEA    ; Grapheme_Base
AAEB          ; Grapheme_Base
AAEE..AAEF    ; Grapheme_Base
AAF0..AAF1    ; Grapheme_Base
AAF2          ; Grapheme_Base
AAF3..AAF4    ; Grapheme_Base
AAF5          ; Grapheme_Base
AB01..AB06    ; Grapheme_Base
AB09..AB0E    ; Grapheme_Base
AB11..AB16    ; Grapheme_Base
AB20..AB26    ; Grapheme_Base
AB28..AB2E    ; Grapheme_Base
AB30..AB5A    ; Grapheme_Base
AB5B          ; Grapheme_Base
AB5C..AB5F    ; Grapheme_Base
AB60..AB68    ; Grapheme_Base
AB69          ; Grapheme_Base
AB6A..AB6B    ; Grapheme_Base
AB70..ABBF    ; Grapheme_Base
ABC0..ABE2    ; Grapheme_Base
ABE3..ABE4    ; Grapheme_Base
ABE6..ABE7    ; Grapheme_Base
ABE9..ABEA    ; Grapheme_Base
ABEB          ; Grapheme_Base
ABEC          ; Grapheme_Base
ABF0..ABF9    ; Grapheme_Base
AC00..D7A3    ; Grapheme_Base
D7B0..D7C6    ; Grapheme_Base
D7CB..D7FB    ; Grapheme_Base
F7F3..F84F    ; Grapheme_Base
F880..F883    ; Grapheme_Base
F89A..F89E    ; Grapheme_Base
F8A0..F8FF    ; Grapheme_Base
F900..FA6D    ; Grapheme_Base
FA70..FAD9    ; Grapheme_Base
FB00..FB06    ; Grapheme_Base
FB13..FB17    ; Grapheme_Base
FB1D          ; Grapheme_Base
FB1F..FB28    ; Grapheme_Base
FB29          ; Grapheme_Base
FB2A..FB36    ; Grapheme_Base
FB38..FB3C    ; Grapheme_Base
FB3E          ; Grapheme_Base
FB40..FB41    ; Grapheme_Base
FB43..FB44    ; Grapheme_Base
FB46..FBB1    ; Grapheme_Base
FBB2..FBC2    ; Grapheme_Base
FBD3..FD3D    ; Grapheme_Base
FD3E          ; Grapheme_Base
FD3F          ; Grapheme_Base
FD40..FD4F    ; Grapheme_Base
FD50..FD8F    ; Grapheme_Base
FD92..FDC7    ; Grapheme_Base
FDCF          ; Grapheme_Base
FDF0..FDFB    ; Grapheme_Base
FDFC          ; Grapheme_Base
FDFD..FDFF    ; Grapheme_Base
FE10..FE16    ; Grapheme_Base
FE17          ; Grapheme_Base
